#=====================================================
# File created:        Tue-18-Feb-2025-at-10-38-43AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        68.459324
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00093    0.4140   -8261.0616  0.3059 
   00094    0.4280   -8246.2995  0.3019 
   00095    0.4248   -8269.3966  0.3042 
   00096    0.4172   -8290.1326  0.2985 
   00097    0.4264   -8274.6364  0.2977 
   00098    0.4232   -8296.8847  0.2973 
   00099    0.4216   -8270.1212  0.2990 
   00100    0.4032   -8277.2634  0.3031 
   00101    0.4368   -8311.9713  0.3001 
   00102    0.4184   -8291.1877  0.3099 
   00103    0.4056   -8254.5980  0.3057 
   00104    0.4144   -8256.9320  0.3024 
   00105    0.4252   -8263.4286  0.3067 
   00106    0.4176   -8285.9432  0.3114 
   00107    0.4076   -8267.9031  0.3090 
   00108    0.4116   -8291.2564  0.3148 
   00109    0.4124   -8307.8065  0.3126 
   00110    0.4416   -8328.7534  0.3108 
   00111    0.4232   -8341.8308  0.3136 
   00112    0.4228   -8328.3634  0.3112 
   00113    0.4204   -8336.0470  0.3097 
   00114    0.4288   -8343.8193  0.3081 
   00115    0.4104   -8399.6453  0.3134 
   00116    0.4180   -8382.5447  0.3065 
   00117    0.4136   -8402.6224  0.3111 
   00118    0.4168   -8366.5855  0.3097 
   00119    0.3968   -8401.9150  0.3091 
   00120    0.4052   -8370.7203  0.3098 
   00121    0.4156   -8342.9709  0.3168 
   00122    0.4028   -8321.5573  0.3095 
   00123    0.4172   -8333.8755  0.3072 
   00124    0.4192   -8325.9170  0.3085 
   00125    0.4140   -8325.4104  0.3079 
   00126    0.4192   -8313.7576  0.3054 
   00127    0.4156   -8339.6471  0.3165 
   00128    0.4212   -8302.2155  0.3193 
   00129    0.4352   -8348.4850  0.3212 
   00130    0.4164   -8357.4067  0.3226 
   00131    0.3824   -8363.4761  0.3239 
   00132    0.4084   -8380.9494  0.3240 
   00133    0.4016   -8360.6167  0.3251 
   00134    0.4264   -8335.4235  0.3215 
   00135    0.4084   -8323.6109  0.3176 
   00136    0.4228   -8334.6924  0.3219 
   00137    0.4084   -8264.9728  0.3099 
   00138    0.4228   -8307.1230  0.3098 
   00139    0.4028   -8326.7851  0.3145 
   00140    0.4136   -8331.1647  0.3130 
   00141    0.4180   -8336.6185  0.3182 
   00142    0.4100   -8363.4586  0.3252 
   00143    0.4356   -8374.8908  0.3233 
   00144    0.4160   -8440.9896  0.3226 
   00145    0.4192   -8422.3345  0.3256 
   00146    0.4044   -8427.2383  0.3274 
   00147    0.4140   -8476.1013  0.3267 
   00148    0.4116   -8461.9310  0.3306 
   00149    0.3988   -8429.6247  0.3261 
   00150    0.4072   -8423.7087  0.3178 
   00151    0.4164   -8415.4622  0.3189 
   00152    0.4060   -8429.2636  0.3198 
   00153    0.4248   -8408.2917  0.3231 
   00154    0.4224   -8381.1664  0.3260 
   00155    0.4284   -8398.8916  0.3304 
   00156    0.3960   -8395.0378  0.3312 
   00157    0.4208   -8372.9343  0.3273 
   00158    0.4252   -8375.8253  0.3305 
   00159    0.4180   -8364.6473  0.3297 
   00160    0.4000   -8328.0027  0.3256 
   00161    0.4132   -8343.1414  0.3263 
   00162    0.4252   -8419.3174  0.3356 
   00163    0.3996   -8426.3453  0.3367 
   00164    0.4108   -8398.2600  0.3316 
   00165    0.4276   -8410.9206  0.3291 
   00166    0.4348   -8394.1932  0.3257 
   00167    0.4048   -8382.0776  0.3234 
   00168    0.4012   -8368.7460  0.3228 
   00169    0.4208   -8392.8470  0.3263 
   00170    0.3972   -8385.3649  0.3332 
   00171    0.4112   -8368.5224  0.3297 
   00172    0.4264   -8367.9280  0.3303 
   00173    0.4232   -8383.1715  0.3197 
   00174    0.3952   -8331.7067  0.3264 
   00175    0.3948   -8370.7166  0.3263 
   00176    0.4104   -8387.3929  0.3221 
   00177    0.4192   -8363.3726  0.3272 
   00178    0.4088   -8360.9501  0.3293 
   00179    0.4128   -8351.0614  0.3278 
   00180    0.4140   -8337.0043  0.3302 
   00181    0.4228   -8315.2001  0.3318 
   00182    0.4056   -8325.4038  0.3276 
   00183    0.4276   -8334.0761  0.3247 
   00184    0.4208   -8315.3630  0.3278 
   00185    0.4116   -8348.5379  0.3270 
   00186    0.4088   -8373.9025  0.3285 
   00187    0.4528   -8400.2125  0.3328 
   00188    0.4316   -8396.6235  0.3341 
   00189    0.4092   -8415.6238  0.3303 
   00190    0.4096   -8396.8874  0.3294 
   00191    0.4272   -8374.5444  0.3333 
   00192    0.4104   -8383.0115  0.3320 
   00193    0.3992   -8324.9529  0.3293 
   00194    0.4312   -8385.8564  0.3280 
   00195    0.4236   -8391.3415  0.3256 
   00196    0.4212   -8407.5511  0.3233 
   00197    0.4196   -8412.2915  0.3308 
   00198    0.3948   -8366.2988  0.3329 
   00199    0.4136   -8324.0879  0.3319 
   00200    0.4056   -8321.6699  0.3364 
   00201    0.4248   -8333.4992  0.3300 
   00202    0.3956   -8362.8126  0.3315 
   00203    0.4100   -8361.5517  0.3273 
   00204    0.4236   -8333.4154  0.3267 
   00205    0.4088   -8381.4498  0.3173 
   00206    0.4172   -8369.1858  0.3135 
   00207    0.4224   -8365.3668  0.3141 
   00208    0.4108   -8379.8797  0.3127 
   00209    0.4356   -8373.5779  0.3152 
   00210    0.4260   -8347.8646  0.3162 
   00211    0.4236   -8359.9008  0.3129 
   00212    0.4276   -8359.5268  0.3166 
   00213    0.4108   -8343.4422  0.3118 
   00214    0.4132   -8332.2175  0.3095 
   00215    0.4208   -8318.9328  0.3200 
   00216    0.4268   -8322.4345  0.3212 
   00217    0.4140   -8330.2167  0.3270 
   00218    0.4092   -8330.0088  0.3270 
   00219    0.4164   -8353.2111  0.3286 
   00220    0.4244   -8316.7444  0.3324 
   00221    0.4044   -8345.1857  0.3302 
   00222    0.4260   -8341.8663  0.3307 
   00223    0.4368   -8352.1776  0.3318 
   00224    0.4052   -8341.0485  0.3314 
   00225    0.4092   -8342.8510  0.3364 
   00226    0.4316   -8374.1166  0.3328 
   00227    0.4304   -8380.0763  0.3400 
   00228    0.4096   -8408.4038  0.3461 
   00229    0.4168   -8361.2779  0.3430 
   00230    0.4128   -8400.7314  0.3534 
   00231    0.4080   -8419.8260  0.3559 
   00232    0.4372   -8422.0530  0.3568 
   00233    0.3904   -8409.0057  0.3546 
   00234    0.4272   -8409.4502  0.3499 
   00235    0.4040   -8418.0646  0.3543 
   00236    0.4184   -8450.1427  0.3538 
   00237    0.3996   -8377.7390  0.3547 
   00238    0.4240   -8397.6096  0.3498 
   00239    0.4240   -8407.2154  0.3530 
   00240    0.4040   -8434.4175  0.3606 
   00241    0.4072   -8400.3249  0.3647 
   00242    0.4252   -8410.9424  0.3630 
   00243    0.4308   -8399.8166  0.3651 
   00244    0.4180   -8394.3822  0.3666 
   00245    0.4112   -8411.0546  0.3763 
   00246    0.4232   -8404.0984  0.3742 
   00247    0.3972   -8368.9520  0.3755 
   00248    0.4256   -8425.1387  0.3763 
   00249    0.4204   -8376.3304  0.3732 
   00250    0.4172   -8377.5713  0.3697 
   00251    0.4236   -8371.6976  0.3680 
   00252    0.4012   -8384.6651  0.3691 
   00253    0.4396   -8392.7590  0.3751 
   00254    0.4080   -8357.7353  0.3818 
   00255    0.4208   -8359.1770  0.3792 
   00256    0.4192   -8352.5600  0.3793 
   00257    0.4152   -8342.1028  0.3765 
   00258    0.4156   -8346.6351  0.3772 
   00259    0.4236   -8336.5427  0.3778 
   00260    0.4220   -8357.4027  0.3846 
   00261    0.4224   -8341.9215  0.3879 
   00262    0.4120   -8329.6596  0.3847 
   00263    0.4284   -8349.8196  0.3827 
   00264    0.4224   -8414.6730  0.3856 
   00265    0.4196   -8425.6825  0.3858 
   00266    0.4084   -8419.0479  0.3865 
   00267    0.4172   -8416.7019  0.3873 
   00268    0.4144   -8397.3326  0.3902 
   00269    0.4020   -8438.3570  0.3895 
   00270    0.4284   -8435.7209  0.3945 
   00271    0.4228   -8429.1415  0.3911 
   00272    0.4080   -8482.8564  0.3915 
   00273    0.4328   -8468.3205  0.3917 
   00274    0.4272   -8494.4443  0.3895 
   00275    0.4344   -8451.3943  0.3969 
   00276    0.4412   -8444.1569  0.4042 
   00277    0.4212   -8451.9823  0.4033 
   00278    0.4156   -8446.5475  0.3957 
   00279    0.4048   -8447.0430  0.3978 
   00280    0.4068   -8414.8302  0.3965 
   00281    0.4184   -8436.9677  0.3965 
   00282    0.4228   -8453.8995  0.3953 
   00283    0.4000   -8464.3646  0.3969 
   00284    0.4124   -8474.5196  0.4023 
   00285    0.4344   -8452.6579  0.4041 
   00286    0.4204   -8446.8888  0.4035 
   00287    0.4056   -8455.3286  0.4032 
   00288    0.4132   -8445.4509  0.4067 
   00289    0.4152   -8397.6310  0.4042 
   00290    0.4140   -8396.2656  0.4008 
   00291    0.4032   -8398.9581  0.4062 
   00292    0.4076   -8379.4697  0.4052 
   00293    0.4204   -8418.8113  0.4053 
   00294    0.4284   -8420.2414  0.3997 
   00295    0.4008   -8409.5426  0.3960 
   00296    0.4172   -8420.3929  0.3987 
   00297    0.4028   -8424.1333  0.3994 
   00298    0.4288   -8439.8439  0.4018 
   00299    0.4312   -8439.0840  0.4005 
   00300    0.4212   -8436.8211  0.4007 
   00301    0.4048   -8452.3084  0.3943 
   00302    0.4164   -8446.8318  0.3957 
   00303    0.4284   -8451.8014  0.4011 
   00304    0.4052   -8455.6595  0.4024 
   00305    0.4116   -8446.9304  0.4075 
   00306    0.4076   -8432.5997  0.4137 
   00307    0.4276   -8424.9086  0.4147 
   00308    0.4172   -8430.9596  0.4165 
   00309    0.4040   -8481.3595  0.4147 
   00310    0.4260   -8519.3287  0.4154 
   00311    0.4060   -8532.3637  0.4170 
   00312    0.4044   -8518.7404  0.4206 
   00313    0.4124   -8511.8186  0.4257 
   00314    0.4068   -8488.6376  0.4341 
   00315    0.4168   -8491.2825  0.4297 
   00316    0.4260   -8507.5014  0.4362 
   00317    0.3884   -8493.5020  0.4346 
   00318    0.4048   -8466.5714  0.4386 
   00319    0.4148   -8464.5441  0.4349 
   00320    0.4164   -8438.1870  0.4365 
   00321    0.4240   -8449.5445  0.4418 
   00322    0.4288   -8462.8078  0.4498 
   00323    0.4024   -8491.9225  0.4485 
   00324    0.4228   -8467.3124  0.4477 
   00325    0.4340   -8423.4107  0.4456 
   00326    0.4236   -8496.3990  0.4463 
   00327    0.4088   -8462.7833  0.4418 
   00328    0.4280   -8441.5749  0.4398 
   00329    0.4176   -8428.9617  0.4467 
   00330    0.4244   -8450.1489  0.4474 
   00331    0.4096   -8446.1791  0.4474 
   00332    0.4076   -8447.8559  0.4528 
   00333    0.3896   -8454.2996  0.4532 
   00334    0.3968   -8465.9676  0.4539 
   00335    0.4212   -8479.7112  0.4526 
   00336    0.4284   -8498.1600  0.4542 
   00337    0.4132   -8478.7231  0.4549 
   00338    0.4060   -8441.2945  0.4566 
   00339    0.4204   -8427.6639  0.4536 
   00340    0.4192   -8447.4710  0.4548 
   00341    0.4264   -8417.5951  0.4511 
   00342    0.4192   -8459.0163  0.4463 
   00343    0.4200   -8424.0336  0.4478 
   00344    0.4236   -8431.2741  0.4496 
   00345    0.4056   -8445.5717  0.4472 
   00346    0.4096   -8442.6429  0.4452 
   00347    0.4216   -8473.2350  0.4438 
   00348    0.4008   -8454.4691  0.4494 
   00349    0.4332   -8460.7522  0.4421 
   00350    0.4036   -8407.1859  0.4389 
   00351    0.4184   -8393.1541  0.4342 
   00352    0.3964   -8442.7489  0.4355 
   00353    0.3992   -8454.4826  0.4444 
   00354    0.4304   -8419.6881  0.4446 
   00355    0.4132   -8444.3553  0.4507 
   00356    0.3980   -8434.7260  0.4452 
   00357    0.4124   -8452.4043  0.4464 
   00358    0.4220   -8440.5077  0.4445 
   00359    0.4160   -8493.0393  0.4430 
   00360    0.4064   -8475.1987  0.4401 
   00361    0.4096   -8470.0573  0.4398 
   00362    0.4152   -8464.4382  0.4381 
   00363    0.4084   -8496.3911  0.4373 
   00364    0.4204   -8490.3424  0.4415 
   00365    0.3956   -8465.3530  0.4405 
   00366    0.4060   -8511.6771  0.4472 
   00367    0.3940   -8501.9293  0.4432 
   00368    0.3904   -8461.1559  0.4442 
   00369    0.4148   -8484.0607  0.4407 
   00370    0.4136   -8472.0439  0.4446 
   00371    0.4172   -8444.7542  0.4403 
   00372    0.4280   -8469.2135  0.4375 
   00373    0.4136   -8465.9340  0.4420 
   00374    0.4092   -8471.3097  0.4439 
   00375    0.4168   -8471.7051  0.4490 
   00376    0.4268   -8505.6633  0.4529 
   00377    0.4016   -8459.4378  0.4498 
   00378    0.4116   -8472.8040  0.4530 
   00379    0.4128   -8487.5335  0.4444 
   00380    0.4236   -8448.6001  0.4450 
   00381    0.4200   -8465.3697  0.4457 
   00382    0.4192   -8490.5913  0.4463 
   00383    0.4056   -8503.2151  0.4493 
   00384    0.4000   -8521.2991  0.4503 
   00385    0.4236   -8514.0000  0.4508 
   00386    0.4072   -8468.6675  0.4458 
   00387    0.4052   -8472.1512  0.4518 
   00388    0.3984   -8507.8301  0.4515 
   00389    0.4048   -8543.1939  0.4520 
   00390    0.4012   -8472.2751  0.4512 
   00391    0.3940   -8471.6790  0.4544 
   00392    0.4040   -8486.2892  0.4500 
   00393    0.4168   -8514.4969  0.4501 
   00394    0.3980   -8488.8174  0.4480 
   00395    0.4032   -8473.0394  0.4515 
   00396    0.3980   -8505.8811  0.4564 
   00397    0.4188   -8458.8111  0.4540 
   00398    0.4296   -8451.9986  0.4618 
   00399    0.4132   -8454.2828  0.4659 
   00400    0.4168   -8459.1768  0.4667 
   00401    0.4040   -8432.7380  0.4650 
   00402    0.4000   -8417.6366  0.4675 
   00403    0.4012   -8423.7523  0.4706 
   00404    0.4172   -8426.7709  0.4711 
   00405    0.4192   -8449.3098  0.4704 
   00406    0.4088   -8443.0977  0.4640 
   00407    0.4012   -8424.7301  0.4599 
   00408    0.4192   -8457.9719  0.4647 
   00409    0.4184   -8421.8483  0.4626 
   00410    0.4088   -8430.1614  0.4695 
   00411    0.4296   -8388.6489  0.4576 
   00412    0.4172   -8413.9724  0.4600 
   00413    0.4216   -8425.2967  0.4609 
   00414    0.4052   -8424.7034  0.4592 
   00415    0.4160   -8486.8627  0.4633 
   00416    0.4080   -8483.2399  0.4586 
   00417    0.4204   -8477.9276  0.4639 
   00418    0.4032   -8468.1695  0.4621 
   00419    0.4048   -8482.1876  0.4602 
   00420    0.4080   -8465.3888  0.4606 
   00421    0.4076   -8459.7250  0.4555 
   00422    0.4072   -8497.1912  0.4549 
   00423    0.3960   -8514.0365  0.4593 
   00424    0.4068   -8532.9725  0.4605 
   00425    0.4076   -8523.4892  0.4685 
   00426    0.4172   -8527.5154  0.4729 
   00427    0.4072   -8505.8207  0.4737 
   00428    0.4252   -8512.5464  0.4711 
   00429    0.4196   -8464.1616  0.4721 
   00430    0.4364   -8438.4864  0.4745 
   00431    0.4200   -8421.3923  0.4758 
   00432    0.4164   -8443.9843  0.4754 
   00433    0.4092   -8480.5992  0.4751 
   00434    0.4132   -8487.8203  0.4803 
   00435    0.4056   -8457.4611  0.4771 
   00436    0.4092   -8444.6738  0.4756 
   00437    0.4032   -8465.4122  0.4732 
   00438    0.3952   -8478.7561  0.4722 
   00439    0.4072   -8475.5790  0.4757 
   00440    0.4128   -8460.3496  0.4730 
   00441    0.4128   -8500.9213  0.4794 
   00442    0.4132   -8500.4361  0.4757 
   00443    0.4180   -8485.6260  0.4738 
   00444    0.4204   -8469.2203  0.4778 
   00445    0.3984   -8497.5567  0.4783 
   00446    0.3964   -8493.1508  0.4826 
   00447    0.4132   -8452.3004  0.4780 
   00448    0.4192   -8473.1903  0.4820 
   00449    0.4148   -8409.8744  0.4810 
   00450    0.4012   -8425.7816  0.4761 
   00451    0.4152   -8397.7906  0.4767 
   00452    0.4048   -8412.2839  0.4809 
   00453    0.4104   -8387.8689  0.4872 
   00454    0.4208   -8390.5010  0.4911 
   00455    0.4120   -8451.0455  0.4957 
   00456    0.4316   -8481.7320  0.4967 
   00457    0.4132   -8467.1132  0.4994 
   00458    0.4168   -8481.9135  0.5002 
   00459    0.4020   -8488.1373  0.5083 
   00460    0.4312   -8451.6357  0.5050 
   00461    0.4112   -8489.0523  0.5107 
   00462    0.4072   -8500.9766  0.5087 
   00463    0.4284   -8520.4599  0.5072 
   00464    0.4148   -8528.2155  0.5075 
   00465    0.4308   -8560.9245  0.5079 
   00466    0.4308   -8518.7248  0.5038 
   00467    0.4040   -8494.5152  0.5064 
   00468    0.4140   -8489.7225  0.5083 
   00469    0.4196   -8513.3191  0.5070 
   00470    0.4056   -8534.0769  0.5097 
   00471    0.4140   -8477.6412  0.5023 
   00472    0.4112   -8485.9154  0.4981 
   00473    0.4060   -8479.4068  0.5009 
   00474    0.4140   -8491.6381  0.4962 
   00475    0.4144   -8461.7583  0.4977 
   00476    0.4260   -8442.4046  0.4942 
   00477    0.4180   -8418.0222  0.4948 
   00478    0.4276   -8438.6398  0.4883 
   00479    0.4116   -8461.3906  0.4818 
   00480    0.4244   -8470.0359  0.4818 
   00481    0.4020   -8486.0260  0.4851 
   00482    0.4020   -8492.2779  0.4868 
   00483    0.4208   -8507.0067  0.4909 
   00484    0.4092   -8476.1096  0.4938 
   00485    0.4076   -8525.6885  0.4998 
   00486    0.4064   -8469.8052  0.5012 
   00487    0.4084   -8430.0746  0.5000 
   00488    0.3984   -8436.8885  0.5001 
   00489    0.4196   -8389.1330  0.4970 
   00490    0.4276   -8391.2022  0.4918 
   00491    0.4068   -8419.1914  0.4912 
   00492    0.4092   -8436.0099  0.4922 
   00493    0.4124   -8471.9841  0.4870 
   00494    0.4044   -8456.3060  0.4887 
   00495    0.4080   -8423.6062  0.4854 
   00496    0.4204   -8427.1045  0.4792 
   00497    0.4140   -8376.3959  0.4809 
   00498    0.3996   -8428.9886  0.4848 
   00499    0.4180   -8412.6650  0.4837 
   00500    0.4236   -8403.9324  0.4821 
   00501    0.4200   -8347.4964  0.4854 
   00502    0.4216   -8372.9072  0.4906 
   00503    0.4396   -8367.7309  0.4923 
   00504    0.4192   -8351.7500  0.4872 
   00505    0.3948   -8350.1252  0.4921 
   00506    0.4224   -8391.0970  0.4879 
   00507    0.4128   -8392.2200  0.4901 
   00508    0.4132   -8389.8988  0.4898 
   00509    0.4176   -8392.3767  0.4857 
   00510    0.4292   -8387.5648  0.4858 
   00511    0.4172   -8376.4135  0.4841 
   00512    0.4148   -8447.8660  0.4861 
   00513    0.4040   -8448.8678  0.4809 
   00514    0.4056   -8485.7081  0.4880 
   00515    0.4084   -8499.4516  0.4892 
   00516    0.4288   -8489.2529  0.4862 
   00517    0.4116   -8525.7370  0.4921 
   00518    0.4064   -8482.8811  0.4937 
   00519    0.4136   -8479.5260  0.4931 
   00520    0.4216   -8454.2904  0.4908 
   00521    0.4076   -8459.5348  0.4907 
   00522    0.3984   -8474.4468  0.4871 
   00523    0.4108   -8483.1868  0.4865 
   00524    0.4068   -8491.3212  0.4894 
   00525    0.4128   -8512.7114  0.4865 
   00526    0.4208   -8489.2000  0.4911 
   00527    0.4236   -8485.3595  0.4987 
   00528    0.4128   -8465.5986  0.5002 
   00529    0.3940   -8493.2428  0.4973 
   00530    0.4168   -8492.4053  0.5045 
   00531    0.4032   -8500.2729  0.5007 
   00532    0.4136   -8526.9855  0.5043 
   00533    0.4036   -8515.5338  0.5048 
   00534    0.4016   -8473.0679  0.5065 
   00535    0.4256   -8477.9547  0.5087 
   00536    0.3900   -8466.0172  0.5116 
   00537    0.4208   -8460.5872  0.5102 
   00538    0.4044   -8436.2102  0.5137 
   00539    0.4068   -8483.1231  0.5107 
   00540    0.4188   -8458.1866  0.5107 
   00541    0.4244   -8427.0687  0.5085 
   00542    0.4048   -8449.2463  0.5064 
   00543    0.4196   -8504.3808  0.5128 
   00544    0.4016   -8492.2559  0.5114 
   00545    0.3972   -8506.3204  0.5093 
   00546    0.4092   -8499.4856  0.5162 
   00547    0.4004   -8530.0172  0.5158 
   00548    0.4080   -8507.2152  0.5157 
   00549    0.4044   -8532.7410  0.5170 
   00550    0.4000   -8518.9215  0.5226 
   00551    0.4008   -8515.5484  0.5199 
   00552    0.4108   -8503.2312  0.5135 
   00553    0.4028   -8516.8834  0.5152 
   00554    0.4040   -8489.8859  0.5186 
   00555    0.4156   -8460.3599  0.5168 
   00556    0.4112   -8459.8494  0.5208 
   00557    0.4068   -8516.4302  0.5191 
   00558    0.4176   -8512.7036  0.5197 
   00559    0.4076   -8499.7909  0.5257 
   00560    0.3996   -8479.4136  0.5229 
   00561    0.4044   -8458.6688  0.5167 
   00562    0.4084   -8490.1133  0.5203 
   00563    0.3960   -8541.8728  0.5236 
   00564    0.4024   -8559.2977  0.5235 
   00565    0.4076   -8501.3200  0.5240 
   00566    0.4176   -8497.7944  0.5242 
   00567    0.4168   -8495.7876  0.5229 
   00568    0.4176   -8504.0853  0.5260 
   00569    0.4168   -8464.1456  0.5205 
   00570    0.4100   -8519.9568  0.5224 
   00571    0.4180   -8540.3179  0.5231 
   00572    0.3992   -8566.6937  0.5240 
   00573    0.4152   -8508.5859  0.5211 
   00574    0.4096   -8493.5594  0.5205 
   00575    0.4076   -8525.2072  0.5186 
   00576    0.4280   -8501.8087  0.5197 
   00577    0.4220   -8521.0742  0.5212 
   00578    0.4108   -8526.2966  0.5183 
   00579    0.4172   -8557.8534  0.5217 
   00580    0.4212   -8539.8440  0.5190 
   00581    0.4120   -8483.6896  0.5219 
   00582    0.4156   -8538.1685  0.5246 
   00583    0.4236   -8525.7452  0.5268 
   00584    0.4180   -8545.9933  0.5261 
   00585    0.4076   -8558.0298  0.5311 
   00586    0.4120   -8549.4950  0.5336 
   00587    0.4064   -8506.0650  0.5329 
   00588    0.4180   -8584.9398  0.5321 
   00589    0.4120   -8541.0409  0.5369 
   00590    0.4196   -8509.7956  0.5360 
   00591    0.3824   -8540.9389  0.5363 
   00592    0.4112   -8516.2133  0.5423 
   00593    0.4072   -8496.7819  0.5401 
   00594    0.4312   -8474.7032  0.5375 
   00595    0.4240   -8451.5359  0.5371 
   00596    0.4144   -8469.8310  0.5357 
   00597    0.3984   -8465.6965  0.5380 
   00598    0.4264   -8468.8150  0.5386 
   00599    0.3972   -8512.3118  0.5333 
   00600    0.4224   -8482.7490  0.5360 
   00601    0.3948   -8491.5543  0.5359 
   00602    0.4276   -8484.4570  0.5393 
   00603    0.4304   -8471.4941  0.5400 
   00604    0.4244   -8480.0161  0.5386 
   00605    0.4052   -8479.1004  0.5391 
   00606    0.4084   -8453.2948  0.5335 
   00607    0.4000   -8492.8950  0.5396 
   00608    0.4328   -8484.3975  0.5459 
   00609    0.4228   -8507.6342  0.5449 
   00610    0.4232   -8487.5058  0.5421 
   00611    0.4252   -8513.0589  0.5388 
   00612    0.4136   -8565.5712  0.5386 
   00613    0.4200   -8549.6580  0.5353 
   00614    0.4052   -8547.9013  0.5380 
   00615    0.4068   -8557.5111  0.5433 
   00616    0.4104   -8515.9460  0.5514 
   00617    0.4112   -8498.3359  0.5538 
   00618    0.4064   -8551.6956  0.5579 
   00619    0.4028   -8579.5968  0.5581 
   00620    0.4024   -8552.1685  0.5551 
   00621    0.4056   -8577.4775  0.5621 
   00622    0.4212   -8540.7096  0.5608 
   00623    0.4116   -8563.0330  0.5672 
   00624    0.4036   -8605.4519  0.5699 
