#=====================================================
# File created:        Thu-20-Feb-2025-at-01-20-48PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        2.082497
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00061    0.4240   -8174.1371  0.4198 
   00062    0.4348   -8163.9376  0.4222 
   00063    0.4400   -8148.4530  0.4213 
   00064    0.4228   -8109.2804  0.4205 
   00065    0.4256   -8100.6515  0.4264 
   00066    0.4224   -8129.8016  0.4345 
   00067    0.4188   -8127.9213  0.4378 
   00068    0.4308   -8145.8509  0.4393 
   00069    0.4320   -8207.7854  0.4417 
   00070    0.4196   -8241.9858  0.4481 
   00071    0.4292   -8264.1546  0.4504 
   00072    0.4264   -8243.9722  0.4578 
   00073    0.4148   -8236.6839  0.4589 
   00074    0.4112   -8263.3594  0.4562 
   00075    0.4092   -8302.7025  0.4536 
   00076    0.3936   -8303.5032  0.4550 
   00077    0.4244   -8307.2934  0.4624 
   00078    0.4212   -8304.7866  0.4647 
   00079    0.4328   -8262.2978  0.4707 
   00080    0.4152   -8263.4243  0.4720 
   00081    0.4196   -8200.8369  0.4691 
   00082    0.4340   -8214.2784  0.4762 
   00083    0.3944   -8191.2238  0.4747 
   00084    0.4156   -8166.1345  0.4736 
   00085    0.4136   -8155.0907  0.4745 
   00086    0.4312   -8173.2698  0.4785 
   00087    0.4260   -8174.8670  0.4780 
   00088    0.4304   -8241.7396  0.4819 
   00089    0.4500   -8204.4412  0.4826 
   00090    0.4168   -8258.6147  0.4875 
   00091    0.4116   -8228.2564  0.4929 
   00092    0.4088   -8264.2436  0.4922 
   00093    0.4248   -8252.4660  0.4982 
   00094    0.4116   -8289.1693  0.5069 
   00095    0.4036   -8298.6063  0.5028 
   00096    0.4168   -8320.5613  0.5072 
   00097    0.4404   -8305.9534  0.5011 
   00098    0.4076   -8325.3621  0.5035 
   00099    0.4228   -8310.3947  0.5062 
   00100    0.4192   -8265.7187  0.5042 
   00101    0.4316   -8287.9195  0.5114 
   00102    0.4220   -8236.7638  0.5133 
   00103    0.4148   -8276.7108  0.5151 
   00104    0.4280   -8313.3362  0.5136 
   00105    0.4212   -8326.2748  0.5153 
   00106    0.4208   -8339.9868  0.5130 
   00107    0.4192   -8322.2830  0.5158 
   00108    0.4380   -8332.2577  0.5168 
   00109    0.4204   -8331.8895  0.5212 
   00110    0.4152   -8338.6886  0.5229 
   00111    0.4272   -8315.2220  0.5226 
   00112    0.4132   -8323.2027  0.5224 
   00113    0.4076   -8336.0972  0.5137 
   00114    0.4116   -8345.1916  0.5089 
   00115    0.4052   -8309.1092  0.5115 
   00116    0.4036   -8303.4187  0.5145 
   00117    0.4332   -8345.2580  0.5104 
   00118    0.4064   -8330.6404  0.5086 
   00119    0.4264   -8389.9882  0.5089 
   00120    0.4140   -8380.1729  0.5119 
   00121    0.4132   -8403.2803  0.5139 
   00122    0.4344   -8384.3179  0.5106 
   00123    0.4104   -8384.5794  0.5139 
   00124    0.4396   -8345.8535  0.5070 
   00125    0.4204   -8295.8392  0.5052 
   00126    0.4300   -8336.8416  0.5041 
   00127    0.4140   -8299.8096  0.4969 
   00128    0.4264   -8286.2349  0.4973 
   00129    0.4232   -8294.7014  0.4951 
   00130    0.4208   -8320.7003  0.4908 
   00131    0.4272   -8284.8060  0.4922 
   00132    0.4204   -8309.8501  0.4900 
   00133    0.4228   -8321.4073  0.4923 
   00134    0.4316   -8367.5221  0.4985 
   00135    0.4096   -8415.0236  0.5013 
   00136    0.4040   -8461.4146  0.5093 
   00137    0.4092   -8474.2350  0.5059 
   00138    0.4264   -8433.0682  0.5071 
   00139    0.4160   -8468.0239  0.5128 
   00140    0.4412   -8470.8783  0.5164 
   00141    0.4216   -8457.2175  0.5157 
   00142    0.4300   -8414.3837  0.5121 
   00143    0.4172   -8443.5054  0.5171 
   00144    0.3956   -8421.0676  0.5189 
   00145    0.4112   -8425.4326  0.5175 
   00146    0.4276   -8479.9048  0.5194 
   00147    0.4244   -8457.5882  0.5183 
   00148    0.3976   -8487.6878  0.5165 
   00149    0.4128   -8465.8639  0.5154 
   00150    0.4252   -8473.0795  0.5069 
   00151    0.4152   -8418.2300  0.5030 
   00152    0.4288   -8387.7891  0.5042 
   00153    0.4052   -8373.4905  0.5104 
   00154    0.4280   -8357.8397  0.5110 
   00155    0.4172   -8387.1846  0.5127 
   00156    0.3972   -8372.5307  0.5131 
   00157    0.4148   -8364.9772  0.5103 
   00158    0.4220   -8363.9230  0.5070 
   00159    0.4412   -8365.2334  0.5011 
   00160    0.4128   -8398.6790  0.4966 
   00161    0.4148   -8361.4227  0.5001 
   00162    0.4152   -8419.0179  0.5065 
   00163    0.4216   -8399.5300  0.5055 
   00164    0.4180   -8353.1508  0.4978 
   00165    0.4132   -8348.9571  0.5022 
   00166    0.4192   -8323.2015  0.5033 
   00167    0.4232   -8398.7517  0.5048 
   00168    0.4140   -8413.2726  0.5098 
   00169    0.4096   -8390.8153  0.5125 
   00170    0.4128   -8410.2817  0.5153 
   00171    0.3996   -8466.5458  0.5118 
   00172    0.4180   -8429.9715  0.5095 
   00173    0.4124   -8411.1173  0.5010 
   00174    0.4264   -8384.8064  0.5011 
   00175    0.4148   -8393.1019  0.5060 
   00176    0.4248   -8410.6314  0.5089 
   00177    0.4140   -8410.1171  0.5176 
   00178    0.4096   -8434.8898  0.5173 
   00179    0.4052   -8455.6917  0.5173 
   00180    0.4116   -8485.8079  0.5176 
   00181    0.4252   -8472.6305  0.5108 
   00182    0.4164   -8489.2696  0.5180 
   00183    0.4100   -8432.6155  0.5142 
   00184    0.4188   -8381.3459  0.5143 
   00185    0.4180   -8377.4279  0.5116 
   00186    0.4024   -8388.5743  0.5123 
   00187    0.4088   -8403.3773  0.5108 
   00188    0.4348   -8392.5687  0.5122 
   00189    0.3936   -8440.3481  0.5132 
   00190    0.4160   -8423.4507  0.5078 
   00191    0.4088   -8421.9068  0.5069 
   00192    0.4220   -8378.2101  0.5084 
   00193    0.4048   -8413.7182  0.5052 
   00194    0.4208   -8393.2976  0.5182 
   00195    0.4092   -8386.3416  0.5183 
   00196    0.4076   -8359.9959  0.5194 
   00197    0.4208   -8399.8997  0.5246 
   00198    0.4048   -8429.6510  0.5264 
   00199    0.4200   -8447.5652  0.5327 
   00200    0.4168   -8469.6550  0.5346 
   00201    0.4164   -8471.9301  0.5376 
   00202    0.4064   -8445.1326  0.5417 
   00203    0.4024   -8434.2002  0.5414 
   00204    0.4216   -8421.0108  0.5425 
   00205    0.4032   -8421.9707  0.5435 
   00206    0.3932   -8438.0005  0.5493 
   00207    0.4152   -8476.2596  0.5535 
   00208    0.3992   -8482.9265  0.5561 
   00209    0.4224   -8508.7442  0.5534 
   00210    0.3980   -8507.7227  0.5506 
   00211    0.4064   -8519.4406  0.5523 
   00212    0.4132   -8504.2790  0.5530 
   00213    0.3888   -8550.9462  0.5526 
   00214    0.4184   -8532.5096  0.5553 
   00215    0.4200   -8519.5228  0.5621 
   00216    0.4060   -8502.7508  0.5630 
   00217    0.4332   -8522.2674  0.5624 
   00218    0.4000   -8522.9759  0.5680 
   00219    0.4252   -8496.5419  0.5686 
   00220    0.4088   -8516.0575  0.5582 
   00221    0.4160   -8467.7009  0.5601 
   00222    0.4116   -8434.9857  0.5534 
   00223    0.4192   -8391.3234  0.5516 
   00224    0.4204   -8436.7890  0.5560 
   00225    0.4020   -8432.0153  0.5506 
   00226    0.4148   -8440.7245  0.5491 
   00227    0.4264   -8443.4737  0.5504 
   00228    0.4132   -8436.6276  0.5458 
   00229    0.4112   -8437.0637  0.5407 
   00230    0.3908   -8458.5515  0.5409 
   00231    0.4292   -8412.6705  0.5385 
   00232    0.4168   -8400.6539  0.5423 
   00233    0.4248   -8426.3858  0.5487 
   00234    0.4076   -8438.7592  0.5522 
   00235    0.4184   -8437.1746  0.5537 
   00236    0.4164   -8447.2576  0.5546 
   00237    0.4152   -8422.1230  0.5588 
   00238    0.4248   -8452.0915  0.5633 
   00239    0.4164   -8473.4534  0.5620 
   00240    0.3988   -8503.0767  0.5647 
   00241    0.4040   -8525.7508  0.5653 
   00242    0.3992   -8543.8965  0.5637 
   00243    0.4224   -8537.3856  0.5640 
   00244    0.4128   -8555.6462  0.5609 
   00245    0.4316   -8503.3077  0.5597 
   00246    0.4156   -8489.7531  0.5614 
   00247    0.3972   -8508.4854  0.5605 
   00248    0.3956   -8490.1434  0.5610 
   00249    0.4012   -8438.5447  0.5626 
   00250    0.3940   -8431.1169  0.5633 
   00251    0.4120   -8396.7981  0.5615 
   00252    0.4236   -8444.0132  0.5667 
   00253    0.4216   -8450.6678  0.5705 
   00254    0.4316   -8435.0940  0.5693 
   00255    0.4160   -8471.1538  0.5719 
   00256    0.4336   -8507.0003  0.5751 
   00257    0.4168   -8518.8943  0.5799 
   00258    0.4288   -8527.3116  0.5795 
   00259    0.4068   -8517.5595  0.5807 
   00260    0.4000   -8468.9406  0.5761 
   00261    0.4032   -8455.1842  0.5727 
   00262    0.3932   -8480.3593  0.5759 
   00263    0.4148   -8491.2120  0.5714 
   00264    0.4080   -8466.9201  0.5684 
   00265    0.4188   -8459.0244  0.5605 
   00266    0.4080   -8441.5306  0.5646 
   00267    0.4144   -8463.5173  0.5678 
   00268    0.4092   -8477.2831  0.5696 
   00269    0.4008   -8470.4136  0.5683 
   00270    0.3896   -8510.9698  0.5673 
   00271    0.4168   -8543.8125  0.5674 
   00272    0.4084   -8553.6390  0.5716 
   00273    0.3996   -8511.7674  0.5727 
   00274    0.4064   -8538.0938  0.5705 
   00275    0.4072   -8511.2128  0.5661 
   00276    0.4048   -8550.1588  0.5605 
   00277    0.3900   -8587.0823  0.5652 
   00278    0.4160   -8559.6967  0.5649 
   00279    0.4060   -8527.2706  0.5672 
   00280    0.4168   -8541.8378  0.5647 
   00281    0.4292   -8472.5123  0.5622 
   00282    0.3892   -8497.0399  0.5641 
   00283    0.4056   -8539.6912  0.5672 
   00284    0.4156   -8523.0415  0.5727 
   00285    0.4080   -8486.0162  0.5686 
   00286    0.4144   -8495.6472  0.5705 
   00287    0.4000   -8497.7386  0.5674 
   00288    0.4224   -8505.5071  0.5690 
   00289    0.4072   -8491.8363  0.5698 
   00290    0.4240   -8478.5311  0.5681 
   00291    0.3968   -8471.3179  0.5591 
   00292    0.4096   -8464.2679  0.5553 
   00293    0.4220   -8490.2660  0.5573 
   00294    0.4004   -8462.5782  0.5607 
   00295    0.3952   -8464.3702  0.5658 
   00296    0.3876   -8430.2230  0.5633 
   00297    0.4224   -8437.1212  0.5584 
   00298    0.4032   -8449.8523  0.5596 
   00299    0.4060   -8429.4318  0.5517 
   00300    0.4220   -8435.0480  0.5581 
   00301    0.4068   -8468.3230  0.5549 
   00302    0.4124   -8486.3216  0.5534 
   00303    0.4188   -8483.1580  0.5576 
   00304    0.4152   -8449.5745  0.5591 
   00305    0.4196   -8500.5679  0.5565 
   00306    0.4124   -8500.2626  0.5552 
   00307    0.3968   -8538.6603  0.5555 
   00308    0.4016   -8489.2251  0.5526 
   00309    0.4016   -8487.2029  0.5562 
   00310    0.4132   -8467.4971  0.5517 
   00311    0.4224   -8445.3428  0.5485 
   00312    0.4020   -8448.5243  0.5522 
   00313    0.4064   -8448.0029  0.5512 
   00314    0.4184   -8444.1022  0.5538 
   00315    0.4056   -8455.5879  0.5564 
   00316    0.4144   -8446.3931  0.5534 
   00317    0.3968   -8452.0353  0.5515 
   00318    0.4076   -8426.8594  0.5489 
   00319    0.4160   -8481.8336  0.5531 
   00320    0.4076   -8497.8964  0.5479 
   00321    0.4340   -8489.8431  0.5503 
   00322    0.4144   -8461.2460  0.5404 
   00323    0.4152   -8402.3939  0.5377 
   00324    0.4228   -8413.3180  0.5378 
   00325    0.4028   -8481.2677  0.5396 
   00326    0.4076   -8515.8857  0.5393 
   00327    0.4232   -8503.1370  0.5362 
   00328    0.4240   -8452.8805  0.5389 
   00329    0.4116   -8412.6852  0.5445 
   00330    0.4124   -8427.3131  0.5412 
   00331    0.4232   -8465.3706  0.5404 
   00332    0.4124   -8453.4943  0.5374 
   00333    0.4156   -8463.7661  0.5375 
   00334    0.4096   -8432.8805  0.5358 
   00335    0.4280   -8439.5611  0.5364 
   00336    0.4092   -8436.1722  0.5364 
   00337    0.4232   -8439.1042  0.5355 
   00338    0.4152   -8498.7996  0.5406 
   00339    0.4112   -8533.7936  0.5409 
   00340    0.3920   -8527.9963  0.5415 
   00341    0.4132   -8507.1443  0.5455 
   00342    0.4032   -8483.6641  0.5468 
   00343    0.4104   -8494.9190  0.5466 
   00344    0.4200   -8490.3591  0.5476 
   00345    0.4152   -8504.2821  0.5524 
   00346    0.4108   -8469.8240  0.5456 
   00347    0.4156   -8490.2505  0.5476 
   00348    0.4088   -8463.4250  0.5484 
   00349    0.4112   -8488.8145  0.5490 
   00350    0.4148   -8502.4819  0.5548 
   00351    0.4148   -8475.8076  0.5554 
   00352    0.4228   -8436.8652  0.5495 
   00353    0.4240   -8412.6681  0.5529 
   00354    0.4280   -8429.7059  0.5509 
   00355    0.3972   -8418.5761  0.5473 
   00356    0.4080   -8469.6929  0.5560 
   00357    0.4064   -8492.4578  0.5544 
   00358    0.4016   -8471.7183  0.5531 
   00359    0.4164   -8469.8988  0.5541 
   00360    0.3948   -8470.6190  0.5512 
   00361    0.4440   -8456.8117  0.5535 
   00362    0.4144   -8443.6544  0.5460 
   00363    0.4072   -8443.6213  0.5473 
   00364    0.4160   -8455.9842  0.5539 
   00365    0.3980   -8443.0537  0.5574 
   00366    0.3980   -8436.8495  0.5509 
   00367    0.4180   -8438.3335  0.5482 
   00368    0.4228   -8425.4924  0.5484 
   00369    0.4076   -8402.7525  0.5458 
   00370    0.4172   -8411.5220  0.5426 
   00371    0.4140   -8409.1592  0.5423 
   00372    0.4052   -8432.3786  0.5399 
   00373    0.4060   -8470.6065  0.5457 
   00374    0.4064   -8499.6384  0.5496 
   00375    0.4092   -8478.0953  0.5466 
   00376    0.4064   -8445.9548  0.5458 
   00377    0.4048   -8429.5024  0.5434 
   00378    0.4148   -8442.9779  0.5515 
   00379    0.4160   -8435.2451  0.5570 
   00380    0.4208   -8434.0326  0.5590 
   00381    0.4120   -8459.8846  0.5570 
   00382    0.4280   -8472.4198  0.5649 
   00383    0.4240   -8448.5476  0.5636 
   00384    0.4284   -8438.8758  0.5631 
   00385    0.4068   -8448.6819  0.5679 
   00386    0.4228   -8481.4130  0.5765 
   00387    0.4060   -8483.6889  0.5747 
   00388    0.4020   -8463.1069  0.5777 
   00389    0.4128   -8494.5898  0.5712 
   00390    0.4080   -8431.1840  0.5709 
   00391    0.4132   -8454.6817  0.5741 
   00392    0.4040   -8487.6051  0.5717 
   00393    0.4072   -8453.3565  0.5669 
   00394    0.4280   -8453.9663  0.5658 
   00395    0.4264   -8456.3625  0.5618 
   00396    0.4128   -8455.4835  0.5596 
   00397    0.4088   -8438.3686  0.5571 
   00398    0.4168   -8460.5158  0.5614 
   00399    0.4052   -8509.3253  0.5553 
   00400    0.4020   -8474.9795  0.5564 
   00401    0.4212   -8461.8366  0.5612 
   00402    0.4040   -8485.5718  0.5609 
   00403    0.4308   -8419.6701  0.5584 
   00404    0.4184   -8451.7339  0.5578 
   00405    0.4136   -8470.9481  0.5598 
   00406    0.4324   -8481.4006  0.5650 
   00407    0.4156   -8487.9002  0.5633 
   00408    0.4080   -8476.0177  0.5591 
   00409    0.3996   -8432.9266  0.5582 
   00410    0.4020   -8443.5902  0.5609 
   00411    0.4040   -8472.6094  0.5561 
   00412    0.4264   -8480.8429  0.5531 
   00413    0.4136   -8488.2761  0.5513 
   00414    0.3940   -8510.5952  0.5549 
   00415    0.3976   -8528.9003  0.5576 
   00416    0.4236   -8555.2516  0.5584 
   00417    0.4172   -8533.6259  0.5558 
   00418    0.4128   -8557.0022  0.5519 
   00419    0.4320   -8531.5326  0.5536 
   00420    0.4104   -8514.1953  0.5556 
   00421    0.4332   -8453.0307  0.5509 
   00422    0.4016   -8436.3009  0.5476 
   00423    0.3912   -8468.6091  0.5436 
   00424    0.4064   -8495.0350  0.5433 
   00425    0.4228   -8468.2444  0.5431 
   00426    0.4148   -8483.2380  0.5432 
   00427    0.4028   -8500.2792  0.5414 
   00428    0.4172   -8460.9422  0.5423 
   00429    0.4316   -8446.3874  0.5398 
   00430    0.3940   -8440.2543  0.5351 
   00431    0.4300   -8436.3558  0.5339 
   00432    0.4140   -8482.7401  0.5321 
   00433    0.4036   -8444.7930  0.5335 
   00434    0.4168   -8434.9725  0.5338 
   00435    0.4068   -8446.4867  0.5313 
   00436    0.4104   -8454.9114  0.5270 
   00437    0.4192   -8512.0209  0.5366 
   00438    0.4036   -8526.7924  0.5363 
   00439    0.4052   -8524.5821  0.5382 
   00440    0.4252   -8528.3278  0.5342 
   00441    0.4372   -8490.9153  0.5301 
   00442    0.4032   -8495.1864  0.5352 
   00443    0.4188   -8462.1907  0.5330 
   00444    0.4152   -8480.7332  0.5332 
   00445    0.4188   -8436.6530  0.5313 
   00446    0.4204   -8454.4722  0.5334 
   00447    0.4168   -8487.6135  0.5351 
   00448    0.4244   -8495.8882  0.5356 
   00449    0.4100   -8556.9016  0.5346 
   00450    0.4196   -8594.3392  0.5432 
   00451    0.3936   -8592.3126  0.5441 
   00452    0.4260   -8534.5634  0.5386 
   00453    0.4152   -8494.8337  0.5401 
   00454    0.3952   -8464.5528  0.5406 
   00455    0.4160   -8440.0636  0.5421 
   00456    0.4112   -8459.2410  0.5504 
   00457    0.4240   -8451.4585  0.5513 
   00458    0.4028   -8488.9099  0.5530 
   00459    0.4124   -8488.8037  0.5536 
   00460    0.4040   -8458.5629  0.5537 
   00461    0.4116   -8444.7931  0.5582 
   00462    0.4280   -8417.2352  0.5573 
   00463    0.4132   -8490.8955  0.5601 
   00464    0.4128   -8493.6116  0.5609 
   00465    0.4084   -8558.4056  0.5640 
   00466    0.3860   -8546.6879  0.5646 
   00467    0.3912   -8535.3781  0.5688 
   00468    0.3960   -8489.7273  0.5685 
   00469    0.4124   -8511.6116  0.5697 
   00470    0.4004   -8530.7109  0.5724 
   00471    0.4004   -8527.6952  0.5717 
   00472    0.4100   -8543.6405  0.5758 
   00473    0.4188   -8516.0322  0.5735 
   00474    0.4268   -8471.7241  0.5768 
   00475    0.4152   -8472.7950  0.5822 
   00476    0.4256   -8441.6116  0.5834 
   00477    0.4288   -8460.2664  0.5799 
   00478    0.4192   -8438.3711  0.5841 
   00479    0.4148   -8454.6351  0.5903 
   00480    0.4240   -8414.4968  0.5893 
   00481    0.4128   -8423.1107  0.5878 
   00482    0.4136   -8432.6168  0.5884 
   00483    0.4128   -8438.3483  0.5899 
   00484    0.4072   -8429.1350  0.5844 
   00485    0.4116   -8389.5670  0.5872 
   00486    0.4232   -8410.5669  0.5840 
   00487    0.4128   -8441.5772  0.5853 
   00488    0.4192   -8406.7082  0.5885 
   00489    0.4112   -8404.7039  0.5866 
   00490    0.4288   -8455.6268  0.5902 
   00491    0.4060   -8426.4742  0.5868 
   00492    0.4300   -8437.6814  0.5898 
   00493    0.4104   -8427.5587  0.5930 
   00494    0.4204   -8494.4186  0.5978 
   00495    0.4040   -8510.6105  0.5982 
   00496    0.4196   -8517.2377  0.5992 
   00497    0.4336   -8547.0795  0.6026 
   00498    0.4140   -8536.2659  0.6058 
   00499    0.4152   -8520.7437  0.6043 
   00500    0.4212   -8516.1723  0.6058 
   00501    0.4036   -8497.9847  0.6042 
   00502    0.4120   -8517.4008  0.6047 
   00503    0.4012   -8546.1386  0.6007 
   00504    0.4028   -8541.9144  0.6015 
   00505    0.4140   -8542.9056  0.5997 
   00506    0.4188   -8525.9242  0.6006 
   00507    0.4084   -8501.8881  0.5963 
   00508    0.4192   -8441.3488  0.5978 
   00509    0.4112   -8448.7978  0.5973 
   00510    0.4200   -8497.4236  0.5909 
   00511    0.3832   -8504.7231  0.5980 
   00512    0.4124   -8533.1566  0.5957 
   00513    0.4116   -8525.0588  0.5931 
   00514    0.4076   -8507.8980  0.5926 
   00515    0.3988   -8541.8254  0.5984 
   00516    0.4000   -8536.5114  0.6028 
   00517    0.4056   -8522.9264  0.6014 
   00518    0.4068   -8554.3323  0.5961 
   00519    0.4044   -8537.7304  0.5971 
   00520    0.4068   -8535.1236  0.5882 
   00521    0.4192   -8506.8970  0.5901 
   00522    0.4200   -8532.9624  0.5927 
   00523    0.3996   -8515.8815  0.5896 
   00524    0.4080   -8511.4110  0.5916 
   00525    0.4036   -8516.5922  0.5913 
   00526    0.4044   -8496.6376  0.5948 
   00527    0.4152   -8479.8212  0.5973 
   00528    0.4116   -8496.0128  0.5986 
   00529    0.4336   -8506.1760  0.6059 
   00530    0.4076   -8470.9311  0.6131 
   00531    0.4112   -8472.4837  0.6157 
   00532    0.4196   -8479.8761  0.6155 
   00533    0.4100   -8484.9139  0.6185 
   00534    0.4140   -8543.0265  0.6129 
   00535    0.4156   -8542.5030  0.6148 
   00536    0.4108   -8554.7246  0.6179 
   00537    0.4160   -8535.9543  0.6190 
   00538    0.4060   -8508.7697  0.6173 
   00539    0.3844   -8537.4205  0.6202 
   00540    0.4060   -8510.3769  0.6245 
   00541    0.3912   -8514.3123  0.6233 
   00542    0.4192   -8471.6662  0.6178 
   00543    0.4196   -8500.9573  0.6195 
   00544    0.4324   -8528.5636  0.6171 
   00545    0.4128   -8527.1057  0.6167 
   00546    0.3980   -8579.0852  0.6191 
   00547    0.4128   -8554.3034  0.6224 
   00548    0.3964   -8530.4131  0.6160 
   00549    0.4112   -8536.9091  0.6131 
   00550    0.4240   -8552.0973  0.6106 
   00551    0.4084   -8576.2773  0.6091 
   00552    0.3996   -8520.4305  0.6065 
   00553    0.4276   -8523.7632  0.6119 
   00554    0.3992   -8527.0430  0.6139 
   00555    0.3972   -8534.5923  0.6135 
   00556    0.4108   -8534.1105  0.6124 
   00557    0.4060   -8499.2246  0.6110 
   00558    0.4216   -8529.3098  0.6094 
   00559    0.4044   -8547.7945  0.6144 
   00560    0.4180   -8531.9880  0.6143 
   00561    0.4200   -8527.6843  0.6195 
   00562    0.4200   -8506.8746  0.6170 
   00563    0.4148   -8500.9006  0.6182 
   00564    0.3988   -8495.9865  0.6168 
   00565    0.4092   -8532.5013  0.6163 
   00566    0.4116   -8514.9614  0.6220 
   00567    0.4036   -8515.2817  0.6186 
   00568    0.4160   -8527.1501  0.6158 
   00569    0.4080   -8516.6399  0.6195 
   00570    0.4268   -8546.3245  0.6216 
   00571    0.4260   -8569.4675  0.6247 
   00572    0.4180   -8578.6031  0.6290 
   00573    0.4200   -8542.8086  0.6232 
   00574    0.4068   -8588.7649  0.6252 
   00575    0.4024   -8562.9546  0.6233 
   00576    0.4188   -8582.3172  0.6315 
   00577    0.4172   -8588.4013  0.6284 
   00578    0.4016   -8609.0592  0.6329 
   00579    0.3928   -8570.8762  0.6325 
   00580    0.4220   -8544.4530  0.6321 
   00581    0.4220   -8495.9408  0.6265 
   00582    0.4196   -8513.2807  0.6279 
   00583    0.4096   -8516.9156  0.6270 
   00584    0.4184   -8505.2448  0.6265 
   00585    0.4044   -8489.5316  0.6242 
   00586    0.4144   -8504.5035  0.6258 
   00587    0.4024   -8503.9538  0.6324 
   00588    0.4084   -8500.7917  0.6365 
   00589    0.4200   -8525.4473  0.6383 
   00590    0.4064   -8516.6933  0.6361 
   00591    0.4180   -8490.4751  0.6356 
   00592    0.4220   -8533.9521  0.6344 
   00593    0.4016   -8523.5697  0.6366 
   00594    0.4204   -8560.0630  0.6357 
   00595    0.4072   -8520.6237  0.6386 
   00596    0.4156   -8544.2234  0.6397 
   00597    0.4080   -8571.8459  0.6411 
   00598    0.4024   -8537.0807  0.6399 
   00599    0.4136   -8523.5753  0.6398 
   00600    0.4184   -8559.5783  0.6437 
   00601    0.4024   -8548.3769  0.6437 
   00602    0.4084   -8529.9328  0.6486 
   00603    0.4044   -8539.6685  0.6520 
   00604    0.3876   -8525.3900  0.6481 
   00605    0.4016   -8550.5898  0.6481 
   00606    0.3960   -8542.5707  0.6483 
   00607    0.4264   -8512.1769  0.6460 
   00608    0.4060   -8515.5330  0.6445 
   00609    0.4108   -8527.7649  0.6461 
   00610    0.4000   -8553.9625  0.6462 
   00611    0.3836   -8539.1952  0.6518 
   00612    0.4132   -8546.1133  0.6540 
   00613    0.4132   -8539.1903  0.6591 
   00614    0.4104   -8547.1886  0.6670 
   00615    0.4168   -8560.0858  0.6685 
   00616    0.4208   -8565.9126  0.6724 
   00617    0.3976   -8555.5535  0.6722 
   00618    0.4016   -8567.1406  0.6722 
   00619    0.4128   -8558.4002  0.6762 
   00620    0.4016   -8540.8273  0.6772 
   00621    0.4224   -8556.9605  0.6762 
   00622    0.4232   -8502.7342  0.6738 
   00623    0.4052   -8494.8270  0.6713 
   00624    0.4048   -8500.4644  0.6736 
